presciption_medicine_bottle/presciption_medicine_bottle_3,a pill bottle with the details marked out
screwdriver/screwdriver_2,it is a screwdriver with a dark colored base
band_aid/band_aid_4,a box of bandages
screwdriver/screwdriver_1,it is a red and black screwdriver
marker/marker_6,this is a red sharpie
pencil/pencil_2,this is a blue writing pen
potato/potato_5,on the table is a pinkish yam it has a brown
toothpaste/toothpaste_1,here is a box of toothpaste that is yellow and red it is sitting lengthwise in front of me with the arm  hammer logo to my left side
measuring_tape/measuring_tape_2,a black and silver measuring tape
pliers/pliers_5,this is a pair of pliers they have black handles
food_jar/food_jar_2,this is a taco sauce in a jar
allen_wrench/allen_wrench_5, such as a dinner fork
screwdriver/screwdriver_3,a medical device that is used to inject fluid into
shampoo/shampoo_1,the object is a large bottle of head  shoulders shampoo
banana/banana_3,this is a yellow medium sized banana
pencil/pencil_3,a black and red lead pencil
lightbulb/lightbulb_3,a light bulb
plate/plate_5,this is a large white square plate with red and black squiggles
book/book_2, black allen wrench
pliers/pliers_5,this object is a pair of black handled pliers
cell_phone/cell_phone_1,this is a cell phone
flashlight/flashlight_1,a silver flash light with a black lanyard
potato/potato_1, shiny dish
toothpaste/toothpaste_5,this is a tube of toothpaste it is green and red
band_aid/band_aid_4,a box of bandaid adhesive bandages the box is turquoise
shampoo/shampoo_5,this blue shampoo bottle is branded argan oil of morocco
mouse/mouse_2,the object is a black
bowl/bowl_4,this is a medium blue bowl  it is about four inches in diameter at the top
sponge/sponge_2,there is a pink sponge
potato/potato_4,the object is a small white potato
allen_wrench/allen_wrench_3,a large allen wrench
picture_frame/picture_frame_5,this is a black picture frame there is no picture in the frame
measuring_tape/measuring_tape_4,a small black measuring tape with key ring
water_bottle/water_bottle_5,this is a bottle of water
shampoo/shampoo_3,this is a plastic bottle of suave mens lotion
soda_bottle/soda_bottle_4,this is a bottle of ginger ale that is bubbly
water_bottle/water_bottle_1,this is a large insulated thermos for liquids
gauze/gauze_2,this is a blue box of gauze pads
cell_phone/cell_phone_2,this is a cell phone
spoon/spoon_1,a brown wooden spoon for baking
scissors/scissors_4,a gray and orange pair of scissors
syringe/syringe_4,a plastic pen
eye_glasses/eye_glasses_3,this is a pair of rectangular shaped black eyeglasses
shampoo/shampoo_2,a container of old spice antiperspirant
water_bottle/water_bottle_3,this is a large water bottle
plate/plate_5,a square white plate
flashlight/flashlight_2,a tool used to produce light
sponge/sponge_2,a pink kitchen cleaning sponge
presciption_medicine_bottle/presciption_medicine_bottle_1,it is a small prescribed medicine bottle with a twist cap
lightbulb/lightbulb_3,na
food_jar/food_jar_1,a glass jar of gravy
book/book_1,here is a bottle of liquid cold medicine the liquid is orange
soda_bottle/soda_bottle_1,a plastic of dr pepper
band_aid/band_aid_4,this is a box of band aids
apple/apple_3,this is an apple
flashlight/flashlight_3,a laser measuring tape
food_jar/food_jar_4,this is a jar of vlasic pickles
food_jar/food_jar_5,this is a jar of green olives
flashlight/flashlight_2,a small black flashlight with handle
toothbrush/toothbrush_5,this is a white toothbrush inside retail packaging
food_jar/food_jar_4,these would be my favorite baby pickles they are from a brand i trust and are delicious pickles great for snacking
pliers/pliers_4,a blue and red pair of wire cutters
potato/potato_5,this is a sweet potato or yam
medicine_bottle/medicine_bottle_2,this is a white pill bottle with safety cap
band_aid/band_aid_4,it is a box of bandaids
food_can/food_can_2,this is canned food it has a white label
pill_cutter/pill_cutter_1,this is a small blue plastic box
banana/banana_1,the object is a banana it looks as if it is growing old
marker/marker_3,this is a blue marker
scissors/scissors_4,it is a pair of grey and orange scissors
picture_frame/picture_frame_1,this is a picture frame
flashlight/flashlight_1,there is a shower nozzle with a rounded head
soda_bottle/soda_bottle_5,a plastic of coke
food_jar/food_jar_3, hand napkin
presciption_medicine_bottle/presciption_medicine_bottle_2,it is an orange prescription bottle with a white label
measuring_tape/measuring_tape_2,a silver and red mesuring tape
eye_glasses/eye_glasses_2,here are a pair of eyeglasses it has a black frame
sponge/sponge_2, whole yam
toothpaste/toothpaste_1,the object is a box of completecare toothpaste
onion/onion_5,a medium sized brown onion
food_can/food_can_1,this is a can of tomatoes with a mostly yellow label facing slightly to my left
spoon/spoon_1, a ripe banana
pencil/pencil_5,this is a yellow mechanical pencil
hammer/hammer_3,this is a bottle of something the lower part of the bottle is white with red writing and the upper half is red with white writing and a red cap
eye_glasses/eye_glasses_1,there is a pair of somewhat large regular glasses in dark frames
band_aid/band_aid_4,this is an item used to cover up a cut when you have a small injury it is sticky and sticks to ones skin
measuring_tape/measuring_tape_4,it is a black keychain tape measure
fork/fork_2,a metal dinner fork
lemon/lemon_3,a yellow lemon sits on its side with the pointy end facing the right
banana/banana_3,a banana
food_jar/food_jar_2,the object is a jar of salsa
apple/apple_3,this is an apple
toothpaste/toothpaste_1,the object is a box of toothpaste
scissors/scissors_4,a pair of scissors with an orange and grey handle
shampoo/shampoo_2,a tall red and white bottle of soap
picture_frame/picture_frame_2,the object is a three section picture frame
measuring_tape/measuring_tape_1,a yellow tape measure
cap/cap_2,a white baseball cap with yellow
toothbrush/toothbrush_3,this is a toothbrush with green handle
shampoo/shampoo_4, it has beans inside the can
book/book_3,a thick text book that appears to have been used judging from the dogearing
eye_glasses/eye_glasses_3,this is a pair of reading glasses the frames are black plastic and the shape of the lens is somewhat rectangular
lemon/lemon_3, and a blue base
coffee_mug/coffee_mug_4,the object is a vase  it is white with floral designs and blue trim
potato/potato_4,the object is a small white potato
eye_glasses/eye_glasses_2,a device used for seeing
marker/marker_6,this object is a sharpee marker with an orange cap
cell_phone/cell_phone_3,this is a smart phone
lime/lime_3,this is a lime
pliers/pliers_5,a black pair of pliers
bell_pepper/bell_pepper_2,a red bell pepper with a store label on it
spoon/spoon_3,a metal spoon
potato/potato_2,a brown potato
lemon/lemon_2, silver allen wrench
apple/apple_2,one of my favorite a granny apple it is much more juicier and tastier than your usual red apple my personal preference
soda_bottle/soda_bottle_2,this is a coke bottle it has a red cap and label
toothpaste/toothpaste_1,a box of toothpaste
shampoo/shampoo_4,a bottle full of shampoo
lime/lime_4,it is a lime
apple/apple_5,it is a red and yellow apple
hammer/hammer_6,this is a hammer that is perfect to have it comes with a hook on top for easy handling when not in use
band_aid/band_aid_3,this is a blue box containing bandages
food_can/food_can_3,a tin can of peas
eye_glasses/eye_glasses_1,a pair of reading glasses
cell_phone/cell_phone_1,this is a smart phone
book/book_5,a hardcover book
banana/banana_4,a single banana on its side
potato/potato_4,there is a small potato that is a bit shiny
measuring_tape/measuring_tape_4,measures the edge in inches
can_opener/can_opener_5,a silver maual can opener
apple/apple_3, and for many other purposes
tissue_box/tissue_box_1,a bright colored carton of kleenex
measuring_tape/measuring_tape_1,there is a yellow tape measure laying on its side
toothbrush/toothbrush_5,a red packaged white toothbrush
fork/fork_5,this is a plastic eating utensil the white plastic fork is small and shiny
food_can/food_can_2,the object is a claw hammer with a yellow and black handle
toothpaste/toothpaste_3,this is a tube of toothpaste
onion/onion_2,this is an onion
soda_bottle/soda_bottle_1,it is a full bottle of dr pepper
food_can/food_can_2,this is a can of black beans
screwdriver/screwdriver_3,a blue flat head screwdriver
toothpaste/toothpaste_3,it is a toothpaste tube
apple/apple_4,make a juice to drink good for health
lime/lime_5,the object is a ripe lime
scissors/scissors_2,this is a pair of scissors with blue and white handles
medicine_bottle/medicine_bottle_1,this is a bottle of medicine
water_bottle/water_bottle_2,a plastic bottle of water
apple/apple_3,this is a red apple
food_jar/food_jar_1,a jar of gravy with a red label
apple/apple_1,this is an apple  it is a fruit which can be green
medicine_bottle/medicine_bottle_4,that is a yellow dish towel
food_jar/food_jar_2,ajar of spaghetti sauce with a blue top and a blue and white label
pliers/pliers_2,a blue and red pair of metal pliers  they are thin tip pliers
hammer/hammer_3,a tool used to hammer nails
eye_glasses/eye_glasses_1,this is a pair of glasses which helps people see
cell_phone/cell_phone_2,a silver cellphone
can_opener/can_opener_4,this is a can opener which easily and safely opens cans
bell_pepper/bell_pepper_5,the object is a deep yellow in color
food_jar/food_jar_4,it is a jar of pickels
coffee_mug/coffee_mug_4,a paisley designed tea cup
bell_pepper/bell_pepper_4,it is an orange bell pepper with a sticker
shampoo/shampoo_5,it is a blue plastic bottle with a gold cap of what looks to be like some type of shower product
toothpaste/toothpaste_5,a tube of toothpaste
shampoo/shampoo_5,this is a blue bottle with gold cap
flashlight/flashlight_2,it is a black flashlight with a black strap
bowl/bowl_3,a red bowl
picture_frame/picture_frame_1,it is the back of a white picture frame
spoon/spoon_4, for turning screws with slotted heads
plate/plate_2,the object is a round blue dinner plate
book/book_4,this appears to be a textbook for learning algorithms
onion/onion_3,a medium sized red onion
fork/fork_5,it is a white plastic fork
hammer/hammer_6,this is a sledgehammer it has a black head
food_jar/food_jar_2,i see a bottle of chi chis brand salsa
notebook/notebook_1,this is a spiral notebook with a red cover and a gold design on the front some of the pages have been bent
hammer/hammer_1,a round black and white electric device with a yellow and black hammer on top  of it
band_aid/band_aid_1,this is a box of toy story themed bandaids the box is small and cardboard with cartoon characters from the toy story movie on it
food_jar/food_jar_5,it is a jar of green olives
sponge/sponge_1,the object is an off white scrub sponge with a dark scrub side
lime/lime_5,the object is green and round
scissors/scissors_3,this is a pair of specialty scissors
bell_pepper/bell_pepper_3,a round shaped green bell pepper
flashlight/flashlight_2,it is a black flshlight
spoon/spoon_3,it is a silver metal spoon
water_bottle/water_bottle_2,it is a bottle of fiji water
potato/potato_2,this is a large brown potato
food_can/food_can_5,a cylinder that is made of metal and holds mushroom soup
toothpaste/toothpaste_2,this is a box of colgate toothpaste  the tube is inside the box
hammer/hammer_6,the object is a rubber mallet with wooden handle
coffee_mug/coffee_mug_3,a white glass mug
measuring_tape/measuring_tape_1,a yellow measuring tape
pencil/pencil_1,this is a mechanical pencil
pliers/pliers_4,the object is a pair of pliers with a black handle
presciption_medicine_bottle/presciption_medicine_bottle_2,it is a whitelabeled orange prescription bottle
food_can/food_can_4,a can with a blue and white label is displayed with nutritional information
eye_glasses/eye_glasses_1,a pair of grey glasses
cell_phone/cell_phone_1,it is a small black and silver cellphone
apple/apple_1,a fruit known as an apple the apple is yellow in color and there is a produce sticker and stem clearly visible
book/book_4,this is a rectangular
soda_bottle/soda_bottle_2,i see a bottle of coca cola with the name ashley on the label
stapler/stapler_3, folding twopicture frame
book/book_4,a thick book
spoon/spoon_3,pictured here is a metal spoon used for eating food with
syringe/syringe_3,a syringle needle
onion/onion_4,a medium sized white onion
banana/banana_3, mashed
presciption_medicine_bottle/presciption_medicine_bottle_3,they are tablets that are used to cure illnesses
screwdriver/screwdriver_3,it is a blue screwdriver
potato/potato_5,it is a brown potato
allen_wrench/allen_wrench_2,it is a silver allen wrench
stapler/stapler_3,the object is a purple stapler
pencil/pencil_5,a yellow ball point pen
marker/marker_2,it is a marker
can_opener/can_opener_5,a metal can opener
can_opener/can_opener_5,this is a hand used twist can opener
bowl/bowl_3,a red ceramic bowl
food_can/food_can_3,this is a can of food the label is white
food_jar/food_jar_2, and the side is gray with several colorful flowers
potato/potato_5,this is a potato  it is a vegetable that grows under the ground it can be prepared many ways to eat such as baked
marker/marker_6,this is a set of allen wrenches there are several sizes in a yellow holder
lemon/lemon_4,on the table is a round
spoon/spoon_1,a wooden cooking spoon
food_jar/food_jar_5,this is a thick textbook it is white
coffee_mug/coffee_mug_5,a white coffee cup with a metal rim
measuring_tape/measuring_tape_5,this is a metal hand held tape measurer
book/book_3,a manual or text book about blueprints
food_jar/food_jar_5,a glass bottle of green olives
water_bottle/water_bottle_4,a plastic water bottle with blue wrapping
syringe/syringe_5,this is syringe
shampoo/shampoo_4,a green plastic bottle of shampoo
cell_phone/cell_phone_2,an older small cell phone
pliers/pliers_1,this is a needle nosed pliars with red rubber handles
medicine_bottle/medicine_bottle_3,a pill bottle of over the counter medicine
food_jar/food_jar_2,this is a glass jar of red sauce
book/book_3,it is a textbook on opencv 3 blueprints
screwdriver/screwdriver_3,this is a tool that is used for certain types of screws
hammer/hammer_1,on the table is a black and yellow hammer the head is silver and metal
hammer/hammer_6,this is a mallet with a hook attatched to the end to hang
bell_pepper/bell_pepper_1,a red pepper
book/book_2,a red hardback book
screwdriver/screwdriver_2, simultaneously protective and decorative edging for a picture
medicine_bottle/medicine_bottle_5, cardboard
plate/plate_5,a flat plate that you hold food on
food_jar/food_jar_2,this is an onion it has a brownishyellow color to it
scissors/scissors_5,small metal handtool meant for the aid of cutting
syringe/syringe_3, slightly bent
medicine_bottle/medicine_bottle_2,this is a plastic bottle containing medicine
syringe/syringe_5,this is a syringe
fork/fork_4,on the table is a silver fork it has a long smooth handle and a pointed end
book/book_4,a white textbook titled algorithms
band_aid/band_aid_5,a small blue and white box of band aids
toothbrush/toothbrush_4,this is a toothbrush
book/book_1,a paperback book
lightbulb/lightbulb_1,it is an energy saver white light bulb
plate/plate_5,this is a plate it is used to put food on
fork/fork_4,a plain stainless steel fork
pencil/pencil_2,a purple mechanical pencil
stapler/stapler_1,it is a pink stapler
spoon/spoon_4,a cellphone
onion/onion_5,the object is an onion
coffee_mug/coffee_mug_5,a white coffee cup
coffee_mug/coffee_mug_2, fried
hand_towel/hand_towel_2,a folded gray towel
soda_bottle/soda_bottle_2,object is a popular carbonated beverage drank by millions of americans for refreshment
syringe/syringe_4,a syringle needle
band_aid/band_aid_1,the object is a box of bandaids
book/book_2,a large red book
spoon/spoon_2, plastic
plate/plate_3,there is an intensely yellow
toothbrush/toothbrush_2,this is a toothbrush with white and pink handle
lightbulb/lightbulb_5,this is the bottom portion of a lightbulb it is metal and white plastic
lemon/lemon_2,a lemon it is solid and uncut
bowl/bowl_2,this is a blue mixing bowl
band_aid/band_aid_2,the object is a blue box of bandaids
toothpaste/toothpaste_3,blue squeeze package that holds cleaning goo used for brushing ones teeth
notebook/notebook_1,this object is a mostly red spiral bound notebook with a black logo printed on it
measuring_tape/measuring_tape_5,there is a small
screwdriver/screwdriver_3,a tool used to tighten or loosen screws
pliers/pliers_5,
soda_bottle/soda_bottle_4,a green plastic bottle filled with some sort of liquid
coffee_mug/coffee_mug_4,this is a ceramic mug with flowers decorating the outside and inside
presciption_medicine_bottle/presciption_medicine_bottle_3,a bottle full of pills
lemon/lemon_5,this is a fruit that is yellow and round and smaller than the palm of your hand
plate/plate_5,this is a ceramic plate with red and green designs
scissors/scissors_6,this is a pair of blue scissors it is open between two sharp blades
stapler/stapler_4,this is a grey and black desk stapler
hand_towel/hand_towel_3,there is a folded dishcloth with what appears to be christmasholiday decorations on it
coffee_mug/coffee_mug_4,a white tea cup with flower design
coffee_mug/coffee_mug_1,this is a ceramic cup
fork/fork_1,this is a slender shiny metal fork this is a small eating utensil of the fork variety
pencil/pencil_5,this is a yellow mechanical pencil
spoon/spoon_5,it is a white plastic spoon
onion/onion_2,this is a medium
band_aid/band_aid_2,applied directly to a wound in order to provide protection from the outer environment
lightbulb/lightbulb_2,the object is a light bulb the light bulb is white
screwdriver/screwdriver_4,this is a black handled screwdriver
medicine_bottle/medicine_bottle_1,this is a bottle of dayquil  it is a medicine to help the symptoms of a cold or flu it is non drowsy medicine for adults
flashlight/flashlight_3,a small square flashlight
syringe/syringe_3,the object is a clear syringe with a needle attached
lightbulb/lightbulb_5,a small shower head
bell_pepper/bell_pepper_1,this is a lemon
eye_glasses/eye_glasses_3,the object is a pair of glasses for a human
food_can/food_can_2,the object is a can of black beans
hammer/hammer_4,a yellow and black hammer
lightbulb/lightbulb_2,the object is an ledstyle lightbulb one third is made of metal
book/book_4,it is a textbook on algorithms
lightbulb/lightbulb_1,it is a white cfl lightbulb
picture_frame/picture_frame_3, kleenex brand
lime/lime_4,a lime the lime is very round and has a slightly lighter color than most standard limes
toothpaste/toothpaste_2,mushy
picture_frame/picture_frame_1,in this image is a white wooden picture frame
food_can/food_can_3,it is a sealed can of chickpeas
can_opener/can_opener_5,smartphone is now trending one
eye_glasses/eye_glasses_2,these reading glasses have the ear pieces closed and rest on the top of the frames with the lenses facing away from me and to the left
medicine_bottle/medicine_bottle_5,a bottle that contains medicine
fork/fork_4,the object is a silver metal fork
food_jar/food_jar_2,a jar with marinara inside
scissors/scissors_3,this is a pair of black scissors  with a bent or slant to the blades
gauze/gauze_2,the object is a blue box of gauze
potato/potato_1,it is a brown potato
allen_wrench/allen_wrench_3,use to open a steel can not a tin
tissue_box/tissue_box_1,to present other
stapler/stapler_4,the object is a stapler the stapler is grey
marker/marker_3,a green marker
apple/apple_5,the object is a redyellow apple
water_bottle/water_bottle_3,a plastic bottle of water
lime/lime_1,a round fruit that grows from trees
spoon/spoon_2,a silver spoon
syringe/syringe_1,it is a clear blue mechanical pencil
measuring_tape/measuring_tape_3,this is a black and pink tape measure
soda_bottle/soda_bottle_5,there is a cool drink on the table
hammer/hammer_1,a yellow and black hammer
onion/onion_4,a fully pelled onion
allen_wrench/allen_wrench_4, slimmer in the center and then wider bulb shaping towards the end with a slight shade difference
scissors/scissors_4,this is a pair of scissors with a grey and orange handle they are used to cut many things and are often found in schools in homes
food_can/food_can_4,it is a blue can of some type of food product from goya
screwdriver/screwdriver_3,the object is a screw driver the screw driver has a blue handle
food_jar/food_jar_3,this object is a jar of spaghetti sauce
pencil/pencil_4,this is a black ink pen with a click top
plate/plate_4,this is a green salad plate
apple/apple_1,a yellow apple
hand_towel/hand_towel_2,a cloth like fabric used to dry objects
picture_frame/picture_frame_1,it is the back of a white picture frame
presciption_medicine_bottle/presciption_medicine_bottle_1,this is a prescription pill bottle
measuring_tape/measuring_tape_2,a metal tape measure that is 25 foot long
water_bottle/water_bottle_3,this is a yellow and black hammer
sponge/sponge_2,a pink sponge
toothpaste/toothpaste_2,a box of colgate toothpaste
can_opener/can_opener_5,this is a silver metal handoperated can opener
onion/onion_2,the object is an onion
soda_bottle/soda_bottle_1,a semi tall bottle with black liquid and a red label wrapped around it
onion/onion_2,it is a raw  onion with brown paper skin
hammer/hammer_6,a mallet
syringe/syringe_4,a syringe neddle
syringe/syringe_1,refresh our mouthand teeth
screwdriver/screwdriver_1,it is a red and black screwdriver
cell_phone/cell_phone_2,a small mobile phone
gauze/gauze_1,a package of cookies
toothbrush/toothbrush_2, and beige mug
pencil/pencil_4,it is a black ballpoint pen
toothbrush/toothbrush_3,a used toothbrush with a green slip resistant handle
food_can/food_can_5,a tin can of soup
food_can/food_can_3,a steel can with light brown label
onion/onion_3,a red onion
hammer/hammer_1,this is a hammer
eye_glasses/eye_glasses_3,a pair of eyeglasses
onion/onion_4,a vegetable that grows out of the ground
coffee_mug/coffee_mug_2,a cylinder that you drink from
pliers/pliers_4,this is a pair of pliers with black handles
toothpaste/toothpaste_2,this is a box of colgate toothpaste
spoon/spoon_4,it is a silver metal spoon
screwdriver/screwdriver_5,this is a small 
bowl/bowl_3,it is a red bowl
mouse/mouse_3,object 2 is a wired computer mouse
scissors/scissors_3,a black pair of scissors
apple/apple_2,the object is a green apple
onion/onion_2, white and blue
pliers/pliers_5,it is a pair of black and silver pliers
soda_bottle/soda_bottle_4,a green plastic bottle of soda
lime/lime_2,object is a red writing tool with erasable ink
fork/fork_4,a silver metal fork lays with the tines facing up and pointing to the right slightly towards me
marker/marker_4,the object is a permanent marker it appears to be about 4 inches long and made of plastic
coffee_mug/coffee_mug_4,a decorative tea cup
coffee_mug/coffee_mug_5,a white coffee cup with gold rim
notebook/notebook_2,a classic moleskin notebook
toothbrush/toothbrush_3,this is a toothbrush with a green handle
marker/marker_3,a teal dry erase marker with the cap on  a marker with a white body with the cap towards me
coffee_mug/coffee_mug_3,the object is a small bowl
onion/onion_3,i see a red onion
water_bottle/water_bottle_3,it is a plastic bottle of water that says smart water on it
scissors/scissors_6,small blue and gray handled scissors
food_jar/food_jar_1,a jar containing a sauce or liquid
water_bottle/water_bottle_4,pictured is a single bottled water
band_aid/band_aid_5,this is a box of bandaids it is blue and white
spoon/spoon_2,a stainless steel soup spoon
syringe/syringe_5,a white and black syringe
marker/marker_1, and the blue label facing the left side
toothpaste/toothpaste_2,this is toothpaste  it is used to clean your teeth you put in on a toothbrush and brush your teeth with it
onion/onion_3,object 4 is a red onion
picture_frame/picture_frame_3,a standing black picture frame
allen_wrench/allen_wrench_2,this is an l wrench
band_aid/band_aid_5,the object is a container of bandaid brand bandages
scissors/scissors_3,a pair of scissors with a black grip  the blades are bent at a slight angle and have a rounded tip
syringe/syringe_5, uncut
lightbulb/lightbulb_5,it is a white led lightbulb
gauze/gauze_1,this is a roll of plastic
cap/cap_2,this is a white baseball cap
lime/lime_3,the object is a tall
lime/lime_2,it is a light green lime
stapler/stapler_2,a black stapler
lime/lime_3,the object is a medium green lime
allen_wrench/allen_wrench_1,it is a set of hex keys with a red holder
measuring_tape/measuring_tape_5,there is a chrome tape measure with a yellow face and lock on it
cell_phone/cell_phone_1,this is a touch screen cellphone it is used to call other people
can_opener/can_opener_4,a dark grey can opener
hand_towel/hand_towel_1,a folded yellow hand towel
marker/marker_3, with a large brim and an adjustable strap at the back
pencil/pencil_1,there is a black mechanical pencil with a blue clip and a used eraser
coffee_mug/coffee_mug_4,a tea cup with flower designs
mouse/mouse_3,here is a computer mouse it is black and has a wire
spoon/spoon_4,there is a teaspoon on the turntable
fork/fork_2,it is a silver fork
book/book_4,the object is a white book
bowl/bowl_1,this is a small can of food a can contains food that is preserved in some liquid so that it lasts long
hammer/hammer_2, a lemon
shampoo/shampoo_2,plastic bottle used in the aid of human sticky armpits
spoon/spoon_3,a silver table spoon
toothbrush/toothbrush_5,a packages white toothbrush
band_aid/band_aid_1,this is a box of bandaids
picture_frame/picture_frame_5,this is a picture frame
stapler/stapler_5,this is a very small purple stapler
allen_wrench/allen_wrench_3,a large black l wrench
scissors/scissors_5,used for cutting variou thin materials
book/book_3,it is a black and orange textbook
mouse/mouse_1,a black wired computer mouse
allen_wrench/allen_wrench_4,an allen wrench
medicine_bottle/medicine_bottle_5,on the table is a tall jar of salsa with a blue lid
medicine_bottle/medicine_bottle_5,a closed container of nyquil
lightbulb/lightbulb_2,it is a white lightbulb
apple/apple_2,object 2 is an apple
spoon/spoon_2,a silver table spoon
marker/marker_1,object 2 is an expo dry erase marker it is the color red
marker/marker_6,it is a red sharpie
cell_phone/cell_phone_1,a black smartphone
hammer/hammer_2, with a white label
apple/apple_1, readytocook condition
medicine_bottle/medicine_bottle_5,pictured is a bottle of liquid medication with a red seal on the cap
presciption_medicine_bottle/presciption_medicine_bottle_3, dark gray cotton hand towel
eye_glasses/eye_glasses_4,the object is a pair of glasses for a human
medicine_bottle/medicine_bottle_1,half a bottle of day time flu medicine with an orange label and white lid
syringe/syringe_2,it is an orange syringe
banana/banana_1,this is a mostly green banana
can_opener/can_opener_2,a can opener with yellow handles
marker/marker_3,a green magic marker
lime/lime_2,it is a light green lime
apple/apple_2,this is a green apple
band_aid/band_aid_2,a box of bandages
presciption_medicine_bottle/presciption_medicine_bottle_3,a prescription pill bottle
book/book_5,a hard cover book with brown white and green on the cover
scissors/scissors_2,a medium sized scissor with a blue and white plastic handle
mouse/mouse_2,black oval handtool used to control arrow on computer screen
sponge/sponge_2,this is a pink sponge
band_aid/band_aid_5, but a supermarket brand
measuring_tape/measuring_tape_1,a tape is used to measure the length of particular area or objects or something else
presciption_medicine_bottle/presciption_medicine_bottle_1,the object is a vial of medication the vial is orange with a white cap
can_opener/can_opener_2,a lime green manual can opener
picture_frame/picture_frame_2,a 3 panel photo frame
lightbulb/lightbulb_5,this is a led lightbulb
screwdriver/screwdriver_2,this is a screwdriver with a blue handle
hammer/hammer_6, in a closed position it has a small red tab on it
sponge/sponge_1,a black and white sponge
pencil/pencil_2,the object is a blue click pencil
plate/plate_1,a white paper plate with blue flowers
picture_frame/picture_frame_5,it is a black picture frame
sponge/sponge_1,this is a small rectangular piece of cake with brown topping
bell_pepper/bell_pepper_4,an orange bell pepper
food_jar/food_jar_1,its a health drink
banana/banana_1,its gives good look to face
sponge/sponge_2,a pink sponge
medicine_bottle/medicine_bottle_5,a bottle of flu medicine with a red lid
eye_glasses/eye_glasses_2,there is a pair of glasses on the turntable
cap/cap_1,this is a black and white baseball cap it has a logo of os in rainbow coloration
fork/fork_4,the object is a silver metal fork
lightbulb/lightbulb_3,object 3 is a light bulb
fork/fork_2,metal handtool with pointy ends meant in the aid of consuming food
mouse/mouse_3,the object is a black corded usb mouse
syringe/syringe_4,this is a pen it is used to write down things
syringe/syringe_1,a device used to inject medicine into the blood stream
picture_frame/picture_frame_4,the object is a black triple photo frame
bowl/bowl_1,a green bowl
soda_bottle/soda_bottle_4,a plastic bottle of seagrams ginger ale
potato/potato_2,it is a very large potato
cell_phone/cell_phone_1,a thin smart mobile phone
measuring_tape/measuring_tape_2,this is a 25 foot tape measure in a silver metallic case
eye_glasses/eye_glasses_4,an orange syringe is laying flat with the plunger end facing me and turned slightly to my left
food_jar/food_jar_3,a classico glass container of bell pepper pasta sauce
food_jar/food_jar_1,this is a foldable picture frame with three spaces for photos the frame is black in color
syringe/syringe_2,a orange syringe needle
bell_pepper/bell_pepper_2,the object is a red bell pepper
food_can/food_can_1,this is a can of peeled tomatoes
can_opener/can_opener_4,this is a handheld can opener the handles are metal with black rubber and the crack is black plastic
bowl/bowl_1,a green bowl
plate/plate_1,this is a paper plate with a blue
coffee_mug/coffee_mug_4,the object is a cup with an ornate design
allen_wrench/allen_wrench_2,a allen wrench
can_opener/can_opener_5,a tool to open cans
picture_frame/picture_frame_4,this is a black double picture frame
sponge/sponge_1,this is a household sponge with brown bristles
coffee_mug/coffee_mug_5,the object is a white cup with a handle
pencil/pencil_1,this is a mechanical pencil with black case
pencil/pencil_4,this is a writing pen
pliers/pliers_3,the object is a pair of clippers they have a red and blue handle
medicine_bottle/medicine_bottle_4,a dark brown medicine bottle with a gold colored label and gold colored cap
soda_bottle/soda_bottle_2,there is a bottle of cocacola in a plastic bottle
medicine_bottle/medicine_bottle_4,it is a yellowbrown bottle of vitamin d3
soda_bottle/soda_bottle_1,this is a screwdriver with a yellow and black handle
shampoo/shampoo_2,an old spice plastic container with a flip top
can_opener/can_opener_2,a green hand crank can opener
food_jar/food_jar_3,clear glass bottle that is holding a tasty red sauce used in italian dishes
toothbrush/toothbrush_1,this is a yellow and white toothbrush it has blue bristles
gauze/gauze_2,a blue box of gauze pads
measuring_tape/measuring_tape_5, diploma
lemon/lemon_4,it is a lemon
plate/plate_5,the object is a place with a design on it
lime/lime_4,this is greenish yellow lime
toothbrush/toothbrush_5,the object is a toothbrush in the package
screwdriver/screwdriver_5,the object is a stubby phillips screwdriver with a red and black handle
lime/lime_4,this is a lime with yellow shading
stapler/stapler_4,there is a greyishbrown stapler with a black square over the front nose of it
gauze/gauze_1,there is a small
pliers/pliers_3,a blue pair of wire cutters
toothpaste/toothpaste_2,a red white and blue box of toothpaste
food_jar/food_jar_2,there is salsa in a glass jar
eye_glasses/eye_glasses_3,this is a pair of eyeglasses with a black frame
lime/lime_2,the object is a green lime  it is large in size
banana/banana_2,it is a bunch of bananas it appears as though there are five in the bunch
hand_towel/hand_towel_3,a folded white kitchen towel it has christmas patterns on it
potato/potato_2,the object is a potato the potato is unpealed
can_opener/can_opener_2,object 4 is a can opener the handles are lime green
book/book_2,this is a large hardcover book
water_bottle/water_bottle_4,a plastic bottle of water
picture_frame/picture_frame_3,this is a picture frame
can_opener/can_opener_1,na
fork/fork_4,this is a regular fork from a silverware collection
hand_towel/hand_towel_1,this is an old dish towel with stripes
book/book_4,this is a box of a string of lights
allen_wrench/allen_wrench_3,a small piece of metal
pencil/pencil_5,a yellow and green lead pencil
soda_bottle/soda_bottle_5,this is a bottle of diet coke
flashlight/flashlight_1,this is a stainless flash light
pliers/pliers_2,a pair of blue and red pliers
book/book_2,this is 16 oz plastic bottle of soda
band_aid/band_aid_1,the object is a pack of bandages with toy story characters on the packaging
